day,date,negative,new_diagnoses,new_deaths,new_tests,yield
33,2020-02-29,9.0,16.0,1.0,25.0,0.64
34,2020-03-01,32.0,12.0,3.0,44.0,0.2727272727272727
35,2020-03-02,81.0,19.0,2.0,100.0,0.19
36,2020-03-03,105.0,15.0,3.0,120.0,0.125
37,2020-03-04,122.0,25.0,4.0,147.0,0.17006802721088435
38,2020-03-05,167.0,38.0,5.0,205.0,0.18536585365853658
39,2020-03-06,187.0,25.0,7.0,212.0,0.1179245283018868
40,2020-03-07,147.0,21.0,0.0,168.0,0.125
41,2020-03-08,169.0,43.0,5.0,212.0,0.2028301886792453
42,2020-03-09,379.0,36.0,3.0,415.0,0.08674698795180723
43,2020-03-10,664.0,71.0,2.0,735.0,0.09659863945578231
44,2020-03-11,739.0,62.0,2.0,801.0,0.07740324594257178
45,2020-03-12,1103.0,99.0,4.0,1202.0,0.08236272878535773
46,2020-03-13,1249.0,122.0,3.0,1371.0,0.08898614150255288
47,2020-03-14,699.0,76.0,4.0,775.0,0.09806451612903226
48,2020-03-15,399.0,46.0,3.0,445.0,0.10337078651685393
49,2020-03-16,1372.0,136.0,6.0,1508.0,0.09018567639257294
50,2020-03-17,1216.0,119.0,7.0,1335.0,0.08913857677902622
51,2020-03-18,1347.0,148.0,4.0,1495.0,0.09899665551839465
52,2020-03-19,1249.0,159.0,5.0,1408.0,0.11292613636363637
53,2020-03-20,1138.0,120.0,7.0,1258.0,0.09538950715421304
54,2020-03-21,538.0,78.0,4.0,616.0,0.1266233766233766
55,2020-03-22,355.0,74.0,15.0,429.0,0.17249417249417248
56,2020-03-23,1314.0,203.0,9.0,1517.0,0.13381674357284112
57,2020-03-24,1339.0,177.0,9.0,1516.0,0.11675461741424802
58,2020-03-25,1275.0,179.0,9.0,1454.0,0.12310866574965612
59,2020-03-26,1147.0,173.0,15.0,1320.0,0.13106060606060607
60,2020-03-27,1219.0,209.0,9.0,1428.0,0.14635854341736695
61,2020-03-28,671.0,96.0,14.0,767.0,0.12516297262059975
62,2020-03-29,454.0,125.0,8.0,579.0,0.2158894645941278
63,2020-03-30,1407.0,230.0,5.0,1637.0,0.14050091631032377
64,2020-03-31,1279.0,201.0,6.0,1480.0,0.1358108108108108
65,2020-04-01,1315.0,179.0,12.0,1494.0,0.11981258366800536
66,2020-04-02,1246.0,178.0,11.0,1424.0,0.125
67,2020-04-03,1263.0,200.0,13.0,1463.0,0.1367053998632946
68,2020-04-04,736.0,95.0,12.0,831.0,0.11432009626955475
69,2020-04-05,499.0,74.0,15.0,573.0,0.12914485165794065
70,2020-04-06,1196.0,163.0,14.0,1359.0,0.1199411331861663
71,2020-04-07,1387.0,191.0,15.0,1578.0,0.12103929024081116
72,2020-04-08,1261.0,143.0,10.0,1404.0,0.10185185185185185
73,2020-04-09,1141.0,160.0,7.0,1301.0,0.12298232129131437
74,2020-04-10,1112.0,132.0,13.0,1244.0,0.10610932475884244
75,2020-04-11,637.0,73.0,11.0,710.0,0.1028169014084507
76,2020-04-12,455.0,36.0,5.0,491.0,0.07331975560081466
77,2020-04-13,1196.0,144.0,8.0,1340.0,0.10746268656716418
78,2020-04-14,1128.0,127.0,5.0,1255.0,0.10119521912350597
79,2020-04-15,1153.0,137.0,5.0,1290.0,0.1062015503875969
80,2020-04-16,1228.0,129.0,13.0,1357.0,0.0950626381724392
81,2020-04-17,1274.0,146.0,7.0,1420.0,0.1028169014084507
82,2020-04-18,747.0,55.0,11.0,802.0,0.0685785536159601
83,2020-04-19,669.0,41.0,13.0,710.0,0.057746478873239436
84,2020-04-20,1307.0,122.0,6.0,1429.0,0.08537438768369489
85,2020-04-21,1195.0,107.0,13.0,1302.0,0.08218125960061444
86,2020-04-22,1297.0,111.0,5.0,1408.0,0.07883522727272728
87,2020-04-23,1214.0,102.0,5.0,1316.0,0.07750759878419453
88,2020-04-24,1280.0,94.0,8.0,1374.0,0.06841339155749636
89,2020-04-25,1157.0,68.0,10.0,1225.0,0.05551020408163265
90,2020-04-26,577.0,44.0,9.0,621.0,0.07085346215780998
91,2020-04-27,1259.0,121.0,6.0,1380.0,0.08768115942028985
92,2020-04-28,1577.0,96.0,5.0,1673.0,0.05738194859533772
93,2020-04-29,1506.0,118.0,5.0,1624.0,0.07266009852216748
94,2020-04-30,1278.0,82.0,4.0,1360.0,0.060294117647058824
95,2020-05-01,1324.0,134.0,7.0,1458.0,0.09190672153635117
96,2020-05-02,877.0,45.0,4.0,922.0,0.04880694143167028
97,2020-05-03,529.0,25.0,4.0,554.0,0.04512635379061372
98,2020-05-04,1718.0,110.0,7.0,1828.0,0.060175054704595186
99,2020-05-05,1579.0,77.0,5.0,1656.0,0.0464975845410628
100,2020-05-06,1389.0,91.0,5.0,1480.0,0.06148648648648649
101,2020-05-07,1165.0,76.0,5.0,1241.0,0.06124093473005641
102,2020-05-08,1423.0,71.0,6.0,1494.0,0.04752342704149933
103,2020-05-09,683.0,49.0,3.0,732.0,0.06693989071038252
104,2020-05-10,296.0,18.0,10.0,314.0,0.05732484076433121
105,2020-05-11,1326.0,83.0,2.0,1409.0,0.058907026259758695
106,2020-05-12,1402.0,72.0,3.0,1474.0,0.048846675712347354
107,2020-05-13,1310.0,83.0,1.0,1393.0,0.05958363244795405
108,2020-05-14,1221.0,68.0,3.0,1289.0,0.05275407292474787
109,2020-05-15,1490.0,77.0,1.0,1567.0,0.04913848117421825
110,2020-05-16,943.0,28.0,4.0,971.0,0.028836251287332648
111,2020-05-17,496.0,18.0,4.0,514.0,0.03501945525291829
112,2020-05-18,1893.0,77.0,1.0,1970.0,0.03908629441624366
113,2020-05-19,1573.0,45.0,4.0,1618.0,0.02781211372064277
114,2020-05-20,1438.0,78.0,4.0,1516.0,0.051451187335092345
115,2020-05-21,1048.0,41.0,4.0,1089.0,0.03764921946740129
116,2020-05-22,1014.0,51.0,2.0,1065.0,0.04788732394366197
117,2020-05-23,841.0,21.0,4.0,862.0,0.024361948955916472
118,2020-05-24,562.0,14.0,3.0,576.0,0.024305555555555556
119,2020-05-25,577.0,14.0,3.0,591.0,0.023688663282571912
120,2020-05-26,1717.0,70.0,1.0,1787.0,0.03917179630665921
121,2020-05-27,1632.0,56.0,6.0,1688.0,0.03317535545023697
122,2020-05-28,1133.0,62.0,1.0,1195.0,0.05188284518828452
123,2020-05-29,1191.0,81.0,3.0,1272.0,0.06367924528301887
124,2020-05-30,1068.0,30.0,1.0,1098.0,0.0273224043715847
125,2020-05-31,605.0,12.0,2.0,617.0,0.019448946515397084
126,2020-06-01,1527.0,45.0,2.0,1572.0,0.02862595419847328
127,2020-06-02,1563.0,63.0,2.0,1626.0,0.03874538745387454
128,2020-06-03,1507.0,58.0,1.0,1565.0,0.03706070287539936
129,2020-06-04,1104.0,36.0,3.0,1140.0,0.031578947368421054
130,2020-06-05,1617.0,42.0,2.0,1659.0,0.02531645569620253
131,2020-06-06,1384.0,23.0,1.0,1407.0,0.016346837242359632
132,2020-06-07,672.0,13.0,3.0,685.0,0.01897810218978102
133,2020-06-08,2357.0,57.0,3.0,2414.0,0.023612261806130904
134,2020-06-09,2648.0,42.0,2.0,2690.0,0.015613382899628252
135,2020-06-10,2857.0,48.0,0.0,2905.0,0.016523235800344233
136,2020-06-11,2323.0,48.0,5.0,2371.0,0.020244622522142555
137,2020-06-12,2563.0,70.0,4.0,2633.0,0.026585643752373718
138,2020-06-13,2758.0,37.0,1.0,2795.0,0.013237924865831842
139,2020-06-14,1345.0,25.0,1.0,1370.0,0.01824817518248175
140,2020-06-15,3217.0,67.0,0.0,3284.0,0.020401948842874544
141,2020-06-16,3152.0,77.0,2.0,3229.0,0.023846392071848868
142,2020-06-17,3093.0,68.0,1.0,3161.0,0.021512179689971527
143,2020-06-18,2898.0,65.0,1.0,2963.0,0.021937225784677692
144,2020-06-19,2928.0,75.0,0.0,3003.0,0.024975024975024976
145,2020-06-20,2275.0,58.0,1.0,2333.0,0.02486069438491213
146,2020-06-21,908.0,31.0,1.0,939.0,0.03301384451544196
147,2020-06-22,3059.0,116.0,0.0,3175.0,0.03653543307086614
